nivel,id_edicion,anio,codigo_noc,gold,silver,bronze,total,estado,motivo
EDICION,12,1932,SUI,0,2,0,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,SWE,37,20,33,90,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,TCH,3,8,5,16,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,BEL,0,0,1,1,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,URU,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,USA,217,112,151,480,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,CAN,5,35,66,106,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,DEN,0,17,12,29,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,ESP,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,FIN,14,22,39,75,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,FRA,71,23,16,110,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,GBR,21,35,40,96,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,GER,21,72,17,110,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,HUN,56,15,21,92,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,IND,41,0,0,41,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,12,1932,IRL,6,0,0,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,AUT,2,2,0,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,NOR,6,8,6,20,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,SUI,0,4,0,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,SWE,2,4,0,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,USA,20,28,6,54,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,CAN,14,2,10,26,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,FIN,2,2,2,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,FRA,4,0,0,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,GER,0,0,20,20,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,13,1932,HUN,0,0,4,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,ARG,9,6,9,24,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,ITA,75,76,12,163,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,JPN,19,11,24,54,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,LAT,0,2,1,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,MEX,0,0,40,40,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,AUS,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,AUT,13,63,16,92,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,NED,27,21,48,96,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,NOR,3,30,22,55,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,NZL,3,0,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,PHI,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,POL,0,17,12,29,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,POR,0,0,9,9,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,ROU,0,2,0,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,RSA,0,2,0,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,SUI,9,56,35,100,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,SWE,20,29,46,95,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,TCH,11,30,1,42,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,BEL,0,0,36,36,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,TUR,2,0,3,5,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,USA,121,73,44,238,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,YUG,0,3,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,CAN,3,27,26,56,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,DEN,0,9,8,17,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,EGY,5,3,4,12,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,EST,5,5,8,18,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,FIN,22,17,31,70,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,FRA,37,39,48,124,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,GBR,31,37,22,90,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,GER,201,144,138,483,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,HUN,71,3,40,114,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,14,1936,IND,53,0,0,53,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,AUT,2,4,4,10,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,NOR,14,16,6,36,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,SUI,8,12,0,20,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,SWE,4,4,12,20,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,USA,4,0,17,21,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,CAN,0,13,0,13,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,FIN,8,4,6,18,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,FRA,0,0,2,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,GBR,13,2,8,23,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,GER,8,6,0,14,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,15,1936,HUN,0,0,4,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,ARG,9,22,3,34,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,ITA,45,79,29,153,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,JAM,2,6,0,8,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,KOR,0,0,4,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,MEX,12,3,12,27,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,AUS,6,26,14,46,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,AUT,4,3,11,18,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,NED,24,6,80,110,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,NOR,7,11,27,45,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,PAN,0,0,4,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,PER,3,0,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,POL,1,0,2,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,POR,0,5,9,14,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,PUR,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,RSA,4,4,5,13,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,SRI,0,3,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,SUI,11,52,14,77,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,SWE,68,41,81,190,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,TCH,37,7,9,53,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,BEL,15,5,22,42,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,TTO,0,2,0,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,TUR,14,8,5,27,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,URU,0,3,5,8,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,USA,217,83,99,399,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,YUG,0,31,0,31,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,BRA,0,0,22,22,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,CAN,0,4,15,19,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,CUB,0,6,0,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,DEN,17,44,58,119,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,EGY,5,6,3,14,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,ESP,0,9,0,9,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,FIN,37,19,20,76,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,FRA,68,45,59,172,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,GBR,18,102,34,154,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,HUN,38,66,58,162,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,IND,30,0,0,30,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,IRI,0,0,2,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,16,1948,IRL,0,0,2,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,ITA,2,0,0,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,AUT,2,6,8,16,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,NOR,8,6,12,26,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,SUI,8,10,25,43,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,SWE,14,6,6,26,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,TCH,0,33,0,33,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,BEL,4,8,0,12,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,USA,12,8,12,32,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,CAN,15,0,4,19,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,FIN,2,12,4,18,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,FRA,4,2,4,10,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,GBR,0,0,4,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,17,1948,HUN,0,4,0,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,ARG,5,4,5,14,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,ITA,43,62,36,141,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,JAM,15,8,0,23,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,JPN,2,19,5,26,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,KOR,0,0,5,5,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,LBN,0,1,1,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,LIB,0,1,1,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,LUX,3,0,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,MEX,0,3,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,AUS,21,5,32,58,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,AUT,0,3,5,8,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,NED,0,44,0,44,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,NOR,15,21,0,36,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,NZL,3,0,6,9,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,POL,3,6,2,11,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,POR,0,0,6,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,ROU,3,2,4,9,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,RSA,6,24,11,41,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,SUI,5,45,30,80,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,SWE,68,67,55,190,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,TCH,28,12,28,68,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,BEL,15,7,0,22,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,TTO,0,0,5,5,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,TUR,4,0,2,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,URS,89,137,45,271,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,URU,0,0,37,37,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,USA,210,65,82,357,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,VEN,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,YUG,8,45,0,53,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,BRA,3,0,6,9,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,BUL,0,0,2,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,CAN,2,9,0,11,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,CHI,0,12,0,12,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,DEN,8,3,12,23,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,EGY,0,0,3,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,ESP,0,3,0,3,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,FIN,24,8,74,106,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,FRA,35,22,43,100,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,GBR,9,6,50,65,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,GER,0,37,67,104,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,HUN,141,46,90,277,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,IND,26,0,3,29,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,IRI,0,8,10,18,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,18,1952,IRL,0,2,0,2,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,ITA,2,0,2,4,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,AUT,4,8,4,16,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,NED,0,6,0,6,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,NOR,14,12,12,38,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,SUI,0,0,12,12,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,SWE,0,0,35,35,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,USA,8,35,2,45,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
EDICION,19,1952,CAN,16,0,2,18,REVIEW,Aggregate derived from final participation rows; team-athlete rows are not collapsed here.
